author_name,university_name,homepage,source_file
Judith Kelner,UFPE,https://www.cin.ufpe.br/~jk,csrankings-j.csv
Judith Masthoff,University of Aberdeen,https://www.abdn.ac.uk/people/j.masthoff,csrankings-j.csv
Judith S. Olson,Univ. of California - Irvine,https://judithsolson.com,csrankings-j.csv
Judith Sheard,Monash University,https://research.monash.edu/en/persons/judithe-sheard,csrankings-j.csv
Judith Simon,University of Hamburg,https://www.inf.uni-hamburg.de/en/inst/ab/eit/team/simon.html,csrankings-j.csv
Judith Uchidiuno,Georgia Institute of Technology,https://judithu.com,csrankings-j.csv
Judithe Sheard,Monash University,https://research.monash.edu/en/persons/judithe-sheard,csrankings-j.csv
Judy Bowen,University of Waikato,http://www.cs.waikato.ac.nz/~jbowen,csrankings-j.csv
Judy Day,University of Tennessee,http://www.math.utk.edu/~judyday,csrankings-j.csv
Judy Goldsmith,University of Kentucky,http://www.cs.uky.edu/~goldsmit,csrankings-j.csv
Judy Hoffman,Georgia Institute of Technology,https://faculty.cc.gatech.edu/~judy,csrankings-j.csv
Judy Kay,University of Sydney,https://www.sydney.edu.au/engineering/about/our-people/academic-staff/judy-kay.html,csrankings-j.csv
Judy Qiu,Indiana University,http://www.cs.indiana.edu/~xqiu,csrankings-j.csv
Judy Robertson,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/Judy_Robertson.html,csrankings-j.csv
Judy Sheard,Monash University,https://research.monash.edu/en/persons/judithe-sheard,csrankings-j.csv
Jue Xie,Monash University,http://monash.edu/research/explore/en/persons/jue-xie(2ed5abee-ea19-415f-92ea-294053aae283).html,csrankings-j.csv
Juergen Dingel,Queen’s University,http://www.cs.queensu.ca/~dingel,csrankings-j.csv
Juergen Gall,University of Bonn,https://pages.iai.uni-bonn.de/gall_juergen,csrankings-j.csv
Juergen Rilling,Concordia University,http://www.rilling.ca,csrankings-j.csv
Juergen Rochol,UFRGS,http://inf.ufrgs.br/~juergen,csrankings-j.csv
Juergen Sachau,University of Luxembourg,http://wwwen.uni.lu/snt/people/juergen_sachau,csrankings-j.csv
Jufu Feng,Peking University,http://www.cis.pku.edu.cn/faculty/vision/fengjufu/chinese/fjf_english.htm,csrankings-j.csv
Jugal Garg,Univ. of Illinois at Urbana-Champaign,https://jugal.ise.illinois.edu,csrankings-j.csv
Jugal K. Kalita,UCCS,http://www.cs.uccs.edu/~kalita,csrankings-j.csv
Jugal Kalita,UCCS,http://www.cs.uccs.edu/~kalita,csrankings-j.csv
Jugal Kumar Kalita,UCCS,http://www.cs.uccs.edu/~kalita,csrankings-j.csv
Jugurta Lisboa Filho,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~jugurta,csrankings-j.csv
Juhan Nam,KAIST,https://mac.kaist.ac.kr,csrankings-j.csv
Juhi Kulshrestha,Aalto University,https://www.aalto.fi/en/people/juhi-kulshrestha,csrankings-j.csv
Juho Hamari,Tampere University,https://www.tuni.fi/en/juho-hamari,csrankings-j.csv
Juho Kannala,Aalto University,https://users.aalto.fi/~kannalj1,csrankings-j.csv
Juho Kanniainen,Tampere University,https://www.tuni.fi/en/juho-kanniainen,csrankings-j.csv
Juho Kim 0001,KAIST,https://juhokim.com,csrankings-j.csv
Juho Lee 0001,KAIST,https://juho-lee.github.io,csrankings-j.csv
Juho Leinonen 0001,Aalto University,https://juholeinonen.com,csrankings-j.csv
Juho Rousu,Aalto University,https://people.aalto.fi/juho_rousu,csrankings-j.csv
Jui-Hung Chang,National Cheng Kung University,http://www.csie.ncku.edu.tw/ncku_csie/depmember/teacherdetail/id/48,csrankings-j.csv
Jui-Hung Hung,National Chiao Tung University,http://www.jhhlab.tw,csrankings-j.csv
Jukka K. Nurminen,University of Helsinki,https://researchportal.helsinki.fi/en/persons/jukka-k-nurminen,csrankings-j.csv
Jukka Kalevi Nurminen,University of Helsinki,https://researchportal.helsinki.fi/en/persons/jukka-k-nurminen,csrankings-j.csv
Jukka Matthias Krisp,University of Augsburg,https://www.uni-augsburg.de/en/fakultaet/fai/geo/prof/geoagi/geoagi-team/j-krisp,csrankings-j.csv
Jukka Suomela,Aalto University,https://jukkasuomela.fi,csrankings-j.csv
Jules White,Vanderbilt University,https://engineering.vanderbilt.edu/bio/?pid=jules-white,csrankings-j.csv
Julia Chuzhoy,TTI Chicago,http://ttic.uchicago.edu/~cjulia,csrankings-j.csv
Julia E. Hodges,Mississippi State University,http://www.cse.msstate.edu/people/faculty/julia-hodges,csrankings-j.csv
Julia Fukuyama,Indiana University,https://luddy.indiana.edu/contact/profile/index.html?Julia_Fukuyama,csrankings-j.csv
Julia Gaudio,Northwestern University,https://sites.northwestern.edu/juliagaudio,csrankings-j.csv
Julia Hirschberg,Columbia University,http://www.cs.columbia.edu/~julia,csrankings-j.csv
Julia Hockenmaier,Univ. of Illinois at Urbana-Champaign,http://juliahmr.cs.illinois.edu,csrankings-j.csv
Julia Kempe,New York University,https://cims.nyu.edu/~kempe,csrankings-j.csv
Julia Klier,University of Regensburg,https://www.uni-regensburg.de/informatik-data-science/wi-klier/start/index.html,csrankings-j.csv
Julia Len,University of North Carolina,https://julialen.github.io,csrankings-j.csv
Julia Mosin,University of British Columbia,https://www.ece.ubc.ca/faculty/julia-rubin,csrankings-j.csv
Julia Olkhovskaya,TU Delft,https://sites.google.com/view/julia-olkhovskaya/home,csrankings-j.csv
Julia Rubin,University of British Columbia,https://www.ece.ubc.ca/faculty/julia-rubin,csrankings-j.csv
Julia Rubin-Mosin,University of British Columbia,https://www.ece.ubc.ca/faculty/julia-rubin,csrankings-j.csv
Julia Stoyanovich,New York University,http://stoyanovich.org,csrankings-j.csv
Julia Woodward,University of South Florida,https://juliawoodward.wordpress.com,csrankings-j.csv
Julia Zhang,Oregon State University,http://eecs.oregonstate.edu/people/zhang-julia,csrankings-j.csv
Julian A. Padget,University of Bath,http://www.bath.ac.uk/comp-sci/contacts/academics/julian_padget,csrankings-j.csv
Julian Alexander Padget,University of Bath,http://www.bath.ac.uk/comp-sci/contacts/academics/julian_padget,csrankings-j.csv
Julian Brinkley,Clemson University,http://drjulianbrinkley.com,csrankings-j.csv
Julian C. Bradfield,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/Julian_Bradfield.html,csrankings-j.csv
Julian Dorado,University of A Coruña,https://pdi.udc.es/en/File/Pdi/S829E,csrankings-j.csv
Julian Fischer,IST Austria,https://ist.ac.at/research/research-groups/fischer-group,csrankings-j.csv
Julian G. Rosenman,University of North Carolina,http://cs.unc.edu/people/julian-rosenman,csrankings-j.csv
Julian Garcia,Monash University,https://research.monash.edu/en/persons/julian-garcia-gallego,csrankings-j.csv
Julian Gough,University of Bristol,http://bioinformatics.bris.ac.uk/people/julian_gough.html,csrankings-j.csv
Julian Hedges,University of Strathclyde,https://pureportal.strath.ac.uk/en/persons/julian-hedges/publications,csrankings-j.csv
Julian J. McAuley,Univ. of California - San Diego,http://cseweb.ucsd.edu/~jmcauley,csrankings-j.csv
Julian John McAuley,Univ. of California - San Diego,http://cseweb.ucsd.edu/~jmcauley,csrankings-j.csv
Julian Loss,CISPA Helmholtz Center,https://www.julianloss.com,csrankings-j.csv
Julian Marx,University of Melbourne,https://findanexpert.unimelb.edu.au/profile/1026082-julian-marx,csrankings-j.csv
Julian McAuley,Univ. of California - San Diego,http://cseweb.ucsd.edu/~jmcauley,csrankings-j.csv
Julian Padget,University of Bath,http://www.bath.ac.uk/comp-sci/contacts/academics/julian_padget,csrankings-j.csv
Julian Panetta,Univ. of California - Davis,https://julianpanetta.com,csrankings-j.csv
Julian Rathke,University of Southampton,https://www.ecs.soton.ac.uk/people/jr1a06,csrankings-j.csv
Julian Shun,Massachusetts Institute of Technology,http://people.csail.mit.edu/jshun,csrankings-j.csv
Julian Togelius,New York University,http://engineering.nyu.edu/people/julian-togelius,csrankings-j.csv
Juliana Bowles,University of St Andrews,https://juliana.host.cs.st-andrews.ac.uk,csrankings-j.csv
Juliana Freire,New York University,http://engineering.nyu.edu/user/4254,csrankings-j.csv
Juliana Freitag Borin,UNICAMP,http://www.ic.unicamp.br/~juliana,csrankings-j.csv
Juliana Küster Filipe,University of St Andrews,https://juliana.host.cs.st-andrews.ac.uk,csrankings-j.csv
Juliana Küster Filipe Bowles,University of St Andrews,https://juliana.host.cs.st-andrews.ac.uk,csrankings-j.csv
Juliane Krämer,University of Regensburg,https://www.uni-regensburg.de/informatics-data-science/qpc/team/prof-dr-juliane-kraemer/index.html,csrankings-j.csv
Juliano Araujo Wickboldt,UFRGS,https://www.inf.ufrgs.br/site/docente/juliano-wickboldt,csrankings-j.csv
Juliano Iyoda,UFPE,http://www.cin.ufpe.br/~jmi,csrankings-j.csv
Juliano Manabu Iyoda,UFPE,http://www.cin.ufpe.br/~jmi,csrankings-j.csv
Julie A. Adams,Oregon State University,http://eecs.oregonstate.edu/people/adams-julie,csrankings-j.csv
Julie A. Kientz,University of Washington,http://faculty.washington.edu/jkientz,csrankings-j.csv
Julie A. McCann,Imperial College London,http://wp.doc.ic.ac.uk/aese/person/julie-a-mccann,csrankings-j.csv
Julie A. Shah,Massachusetts Institute of Technology,http://people.csail.mit.edu/julie_a_shah,csrankings-j.csv
Julie Ann McCann,Imperial College London,http://wp.doc.ic.ac.uk/aese/person/julie-a-mccann,csrankings-j.csv
Julie Arnold Shah,Massachusetts Institute of Technology,http://people.csail.mit.edu/julie_a_shah,csrankings-j.csv
Julie Carson-Berndsen,University College Dublin,https://people.ucd.ie/julie.berndsen,csrankings-j.csv
Julie Dorsey,Yale University,http://graphics.cs.yale.edu/julie,csrankings-j.csv
Julie Fisher,Monash University,http://www.sims.monash.edu.au/staff/jfisher,csrankings-j.csv
Julie Fukuyama,Indiana University,https://jfukuyama.github.io,csrankings-j.csv
Julie Greensmith,University of Nottingham,https://www.nottingham.ac.uk/computerscience/people/julie.greensmith,csrankings-j.csv
Julie Jacques,CRIStAL,https://www.cristal.univ-lille.fr/profil/jacques,csrankings-j.csv
Julie Porteous,RMIT University,https://www.rmit.edu.au/contact/staff-contacts/academic-staff/p/porteous-dr-julie,csrankings-j.csv
Julie R. Williamson,University of Glasgow,http://juliericowilliamson.com,csrankings-j.csv
Julie Rico,University of Glasgow,http://juliericowilliamson.com,csrankings-j.csv
Julie Rico Williamson,University of Glasgow,http://juliericowilliamson.com,csrankings-j.csv
Julie Shah,Massachusetts Institute of Technology,http://people.csail.mit.edu/julie_a_shah,csrankings-j.csv
Julie Weeds,University of Sussex,http://www.sussex.ac.uk/informatics/people/peoplelists/person/116624,csrankings-j.csv
Julie Williamson 0001,University of Glasgow,http://juliericowilliamson.com,csrankings-j.csv
Julien Baste,CRIStAL,https://www.iut-info.univ-lille.fr/~baste,csrankings-j.csv
Julien Cartigny,CRIStAL,https://pro.univ-lille.fr/julien-iguchi-cartigny,csrankings-j.csv
Julien Forget,CRIStAL,https://www.cristal.univ-lille.fr/profil/forget,csrankings-j.csv
Julien Gagneur,TU Munich,http://www.gagneur.genzentrum.lmu.de,csrankings-j.csv
Julien Iguchi-Cartigny,CRIStAL,https://pro.univ-lille.fr/julien-iguchi-cartigny,csrankings-j.csv
Julien Lange,Royal Holloway University of London,https://pure.royalholloway.ac.uk/portal/en/persons/julien-lange(55a85423-9481-4565-9339-224891092d5e).html,csrankings-j.csv
Julien Subercaze,Université Jean Monnet,http://satin-ppl.telecom-st-etienne.fr/jsubercaze,csrankings-j.csv
Juliette Rouchier,Université Paris Dauphine,https://www.lamsade.dauphine.fr/~jrouchier/homepage.htm,csrankings-j.csv
Julio C. Hernandez-Castro,University of Kent,https://www.cs.kent.ac.uk/~jch27,csrankings-j.csv
Julio Cesar Stacchini de Souza,UFF,http://www.uff.br/engenhariaeletrica/index.php/docentes/9-julio-cesar-stacchini-de-souza,csrankings-j.csv
Julio César Hernández Castro,University of Kent,https://www.cs.kent.ac.uk/~jch27,csrankings-j.csv
Julio César López-Hernandez,UNICAMP,https://www.usenix.org/conference/9th-usenix-security-symposium/speaker-or-organizer/julio-lopez-hernandez-state-university,csrankings-j.csv
Julio Marco,Universidad de Zaragoza,http://webdiis.unizar.es/~juliom,csrankings-j.csv
Julio Michael Stern,USP,http://www.ime.usp.br/~jstern,csrankings-j.csv
Julita Corbalán,Polytechnic University of Catalonia,http://acemap.sjtu.edu.cn/author/page?AuthorID=812D57D8,csrankings-j.csv
Julita Vassileva,University of Saskatchewan,https://www.cs.usask.ca/faculty/julita,csrankings-j.csv
Julius B. Kirkegaard,University of Copenhagen,https://di.ku.dk/english/staff/vip/researchers_image/?pure=en/persons/373643,csrankings-j.csv
Julius Bonart,University College London,https://www.imperial.ac.uk/people/j.bonart,csrankings-j.csv
Julius Köpke,University of Klagenfurt,https://www.aau.at/en/isys/ics/team/koepke-julius,csrankings-j.csv
Julián Dorado de la Calle,University of A Coruña,https://pdi.udc.es/en/File/Pdi/S829E,csrankings-j.csv
Julián Garcia,Monash University,https://research.monash.edu/en/persons/julian-garcia-gallego,csrankings-j.csv
Julián Mestre,University of Sydney,https://www.sydney.edu.au/engineering/about/our-people/academic-staff/julian-mestre.html,csrankings-j.csv
Julián Urbano,TU Delft,http://julian-urbano.info,csrankings-j.csv
Jun (Jim) Xu,Georgia Institute of Technology,http://www.cc.gatech.edu/~jx,csrankings-j.csv
Jun Adachi,University of Tokyo,http://www.nii.ac.jp/en/faculty/digital_content/adachi_jun,csrankings-j.csv
Jun Bai,University of Cincinnati,https://researchdirectory.uc.edu/p/baiju,csrankings-j.csv
Jun Bi,Tsinghua University,http://netarchlab.tsinghua.edu.cn/~junbi,csrankings-j.csv
Jun Gao 0003,Peking University,http://net.pku.edu.cn/~gaojun,csrankings-j.csv
Jun Gao 0004,University of Michigan,https://www.cs.toronto.edu/~jungao,csrankings-j.csv
Jun Guo 0002,BUPT,http://www.pris.net.cn/en/jun-guo,csrankings-j.csv
Jun Han 0001,KAIST,https://www.junhan.org,csrankings-j.csv
Jun Han 0010,CUHK (SZ),https://stevenhan1991.github.io,csrankings-j.csv
Jun He 0008,Renmin University of China,http://iir.ruc.edu.cn/~hejun,csrankings-j.csv
Jun Heo,Korea University,https://cislab.korea.ac.kr,csrankings-j.csv
Jun Huan,University of Kansas,https://www.ittc.ku.edu/~jhuan,csrankings-j.csv
Jun Huang 0001,City University of Hong Kong,https://www.cs.cityu.edu.hk/~jhuan9,csrankings-j.csv
Jun Jim Xu,Georgia Institute of Technology,http://www.cc.gatech.edu/~jx,csrankings-j.csv
Jun Kong,North Dakota State University,http://www.cs.ndsu.nodak.edu/~jkong,csrankings-j.csv
Jun Li 0001,University of Oregon,http://ix.cs.uoregon.edu/~lijun,csrankings-j.csv
Jun Li 0017,CUNY,https://phantom.cs.qc.cuny.edu/li,csrankings-j.csv
Jun Liu 0002,Xi'an Jiaotong University,http://gr.xjtu.edu.cn/web/liukeen,csrankings-j.csv
Jun Liu 0036,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/jun-liu2,csrankings-j.csv
Jun Luo 0001,Nanyang Technological University,https://www3.ntu.edu.sg/home/junluo,csrankings-j.csv
Jun Ma 0001,Shandong University,http://www.cs.sdu.edu.cn/info/1090/2346.htm,csrankings-j.csv
Jun Ma 0010,Nanjing University,http://ics.nju.edu.cn/people/junma,csrankings-j.csv
Jun Miyazaki,Tokyo Institute of Technology,http://www.lsc.cs.titech.ac.jp/en,csrankings-j.csv
Jun Nishida,University of Maryland - College Park,https://www.cs.umd.edu/people/jun,csrankings-j.csv
Jun Peng 0001,Central South University,https://faculty.csu.edu.cn/pengjun1/zh_CN/index.htm,csrankings-j.csv
Jun Rekimoto,University of Tokyo,http://www.iii.u-tokyo.ac.jp/faculty/rekimoto_junichi,csrankings-j.csv
Jun Sakuma,University of Tsukuba,https://www.mdl.cs.tsukuba.ac.jp,csrankings-j.csv
Jun Shen 0001,University of Wollongong,https://scholars.uow.edu.au/jun-shen,csrankings-j.csv
Jun Sun 0001,Singapore Management University,https://www.smu.edu.sg/faculty/profile/161031/SUN-Jun,csrankings-j.csv
Jun Sun 0012,Peking University,http://www.icst.pku.edu.cn/vip/people-sunjE.html,csrankings-j.csv
Jun Wang 0001,University of Central Florida,http://www.cass.eecs.ucf.edu/?page_id=1249,csrankings-j.csv
Jun Wang 0002,City University of Hong Kong,https://www.cs.cityu.edu.hk/~jwang358,csrankings-j.csv
Jun Wang 0012,University College London,http://www.cs.ucl.ac.uk/people/J.Wang.html,csrankings-j.csv
Jun Wei 0001,Chinese Academy of Sciences,http://people.ucas.ac.cn/~weijun,csrankings-j.csv
Jun Wei 0006,Shenzhen University,https://weijun-arc.github.io,csrankings-j.csv
Jun Xiao 0001,Zhejiang University,http://mypage.zju.edu.cn/junx,csrankings-j.csv
Jun Xu 0001,Renmin University of China,http://info.ruc.edu.cn/academic_professor.php?teacher_id=169,csrankings-j.csv
Jun Xu 0014,Georgia Institute of Technology,http://www.cc.gatech.edu/~jx,csrankings-j.csv
Jun Xu 0024,University of Utah,https://www.cs.utah.edu/~junxzm,csrankings-j.csv
Jun Yan 0007,Concordia University,https://sites.google.com/view/jyan/home,csrankings-j.csv
Jun Yan 0009,Chinese Academy of Sciences,http://people.ucas.ac.cn/~yanjun,csrankings-j.csv
Jun Yang 0001,Duke University,https://users.cs.duke.edu/~junyang,csrankings-j.csv
Jun Zhang 0001,University of Kentucky,https://www.cs.uky.edu/~jzhang,csrankings-j.csv
Jun Zhao 0001,Chinese Academy of Sciences,http://nlpr-web.ia.ac.cn/cip/english/~junzhao/index.html,csrankings-j.csv
Jun Zheng 0003,New Mexico Tech,https://nmt.edu,csrankings-j.csv
Jun Zhou 0001,Griffith University,https://experts.griffith.edu.au/7205-jun-zhou,csrankings-j.csv
Jun Zhu 0001,Tsinghua University,http://ml.cs.tsinghua.edu.cn/~jun/index.shtml,csrankings-j.csv
Jun'ichi Hoshino,University of Tsukuba,http://www.entcomp.iit.tsukuba.ac.jp/jhoshino,csrankings-j.csv
Jun-Hai Yong,Tsinghua University,http://cgcad.thss.tsinghua.edu.cn/?people=junhaiyong,csrankings-j.csv
Jun-Hong Cui,University of Connecticut,http://www.cse.uconn.edu/~jcui,csrankings-j.csv
Jun-Kun Wang,Univ. of California - San Diego,https://jimwang123.github.io,csrankings-j.csv
Jun-Yan Zhu,Carnegie Mellon University,https://people.csail.mit.edu/junyanz,csrankings-j.csv
Jun-Yuan Xie,Nanjing University,https://cs.nju.edu.cn/58/21/c2639a153633/page.htm,csrankings-j.csv
Jun-ichi Imura,Tokyo Institute of Technology,http://www.cyb.mei.titech.ac.jp/index.html.en,csrankings-j.csv
Jun-yong Noh,KAIST,https://ct.kaist.ac.kr/people/sub01.php,csrankings-j.csv
Junaed Sattar,University of Minnesota,http://www-users.cs.umn.edu/~junaed,csrankings-j.csv
Junaid Haroon Siddiqui,LUMS,https://www.junaidharoonsiddiqui.com,csrankings-j.csv
Junbeom Hur,Korea University,https://sites.google.com/korea.ac.kr/isslab/home,csrankings-j.csv
Junchen Jiang,University of Chicago,https://people.cs.uchicago.edu/~junchenj,csrankings-j.csv
Juncheng Wang 0001,Hong Kong Baptist University,https://www.juncheng-wang.com,csrankings-j.csv
Juncheng Yang,Harvard University,https://seas.harvard.edu/person/juncheng-yang,csrankings-j.csv
Junchi Yan,Shanghai Jiao Tong University,http://thinklab.sjtu.edu.cn,csrankings-j.csv
Junda Lu 0001,Western Sydney University,https://researchers.westernsydney.edu.au/en/persons/junda-lu,csrankings-j.csv
Jundong Li,University of Virginia,https://jundongli.github.io,csrankings-j.csv
Jundong Liu,Ohio University,http://media.cs.ohio.edu,csrankings-j.csv
Junehwa Song,KAIST,http://nclab.kaist.ac.kr/?page_id=873,csrankings-j.csv
Junfeng Hu,Peking University,http://icl.pku.edu.cn/members/hujf,csrankings-j.csv
Junfeng Luan,Shandong University,http://www.cs.sdu.edu.cn/info/1089/2332.htm,csrankings-j.csv
Junfeng Wu 0001,CUHK (SZ),https://person.zju.edu.cn/en/jfwu,csrankings-j.csv
Junfeng Yang,Columbia University,http://www.cs.columbia.edu/~junfeng,csrankings-j.csv
Junfeng Zhao 0001,Peking University,http://www.sei.pku.edu.cn/people/zhaojf,csrankings-j.csv
Jung Hee Cheon,Seoul National University,http://www.math.snu.ac.kr/~jhcheon/xe2,csrankings-j.csv
Jung Ho Ahn,Seoul National University,http://scale.snu.ac.kr,csrankings-j.csv
Jung Hyun Jun,IIT Ropar,http://www.iitrpr.ac.in/cse/peterjun,csrankings-j.csv
Jung-Chun Kao,National Tsing Hua University,http://www.cs.nthu.edu.tw/~jungchuk,csrankings-j.csv
Jung-Eun Kim,North Carolina State University,https://jungeunkim.wordpress.ncsu.edu,csrankings-j.csv
Jung-Hong Chuang,National Chiao Tung University,http://cggmwww.csie.nctu.edu.tw/index.php/8-member/10-faculty,csrankings-j.csv
Jung-Hsien Chiang,National Cheng Kung University,http://www.csie.ncku.edu.tw/ncku_csie/depmember/teacherdetail/id/10,csrankings-j.csv
Jung-Hwan Oh,University of North Texas,http://www.cse.unt.edu/~jhoh,csrankings-j.csv
Jung-Hwan Oh 0001,University of North Texas,http://www.cse.unt.edu/~jhoh,csrankings-j.csv
JungHyun Han,Korea University,https://media.korea.ac.kr,csrankings-j.csv
Jungdam Won,Seoul National University,https://sites.google.com/view/jungdam,csrankings-j.csv
Junghee Lee,Korea University,https://sites.google.com/view/hwseclab,csrankings-j.csv
Jungheum Park,Korea University,https://dfrc.korea.ac.kr,csrankings-j.csv
Junghoo Cho,Univ. of California - Los Angeles,http://www.cs.ucla.edu/~cho,csrankings-j.csv
Jungong Han,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/jungong-han,csrankings-j.csv
Jungrae Kim,Sungkyunkwan University,https://scalable-arch.github.io,csrankings-j.csv
Jungseul Ok,POSTECH,https://sites.google.com/view/jungseulok,csrankings-j.csv
Jungwoo Lee 0001,Seoul National University,https://cml.snu.ac.kr/?page_id=5948,csrankings-j.csv
Jungyong Kim,Kent State University,https://www.kent.edu/cs/jungyoon-kim,csrankings-j.csv
Junhao Gan,University of Melbourne,https://findanexpert.unimelb.edu.au/profile/831627-junhao-gan,csrankings-j.csv
Junhao Wen,Chongqing University,http://www.cse.cqu.edu.cn/info/2095/3491.htm,csrankings-j.csv
Junhee Seok,Korea University,https://sites.google.com/view/ku-cdal,csrankings-j.csv
Junhua Zhao 0001,CUHK (SZ),https://www.zhaojunhua.org,csrankings-j.csv
Junhui Deng,Tsinghua University,https://dsa.cs.tsinghua.edu.cn,csrankings-j.csv
Junhui Hou,City University of Hong Kong,https://sites.google.com/site/junhuihoushomepage/home,csrankings-j.csv
Junhui Li,Soochow University,http://web.suda.edu.cn/jhli,csrankings-j.csv
Junichi Hoshino,University of Tsukuba,http://www.entcomp.iit.tsukuba.ac.jp/jhoshino,csrankings-j.csv
Junichi Suzuki,University of Massachusetts Boston,https://www.umb.edu/academics/csm/faculty_staff/jun_suzuki,csrankings-j.csv
Junichi Tsujii,University of Manchester,https://www.research.manchester.ac.uk/portal/j.tsujii.html,csrankings-j.csv
Junichi Yamagishi,National Institute of Informatics,https://nii-yamagishilab.github.io,csrankings-j.csv
Junichi Yamaoka,Keio University,https://www.junichiyamaoka.net,csrankings-j.csv
Junier B. Oliva,University of North Carolina,https://sites.google.com/cs.unc.edu/joliva/home,csrankings-j.csv
Junier Oliva,University of North Carolina,https://sites.google.com/cs.unc.edu/joliva/home,csrankings-j.csv
Junior Barrera,USP,http://www.ime.usp.br/~jb,csrankings-j.csv
Junjie Chen 0003,Tianjin University,https://sites.google.com/site/junjiechen08,csrankings-j.csv
Junjie Hu 0001,University of Wisconsin - Madison,https://junjiehu.github.io,csrankings-j.csv
Junjie Wang 0001,Chinese Academy of Sciences,http://people.ucas.edu.cn/~jwang2015,csrankings-j.csv
Junjun Jiang,Harbin Institute of Technology,http://homepage.hit.edu.cn/jiangjunjun,csrankings-j.csv
Junliang Xing,Chinese Academy of Sciences,https://sites.google.com/site/junliangxing,csrankings-j.csv
Junlin Lu,Peking University,http://eecs.pku.edu.cn/EN/People/Faculty/Detail/?ID=5937,csrankings-j.csv
Junlin Zhou,UESTC,http://en.uestc.edu.cn/index.php?m=content&c=index&a=show&catid=79&id=4779,csrankings-j.csv
Junmei Yao,Shenzhen University,https://csse.szu.edu.cn/en/pages/user/index?id=889,csrankings-j.csv
Junming Shao,UESTC,https://dm.uestc.edu.cn,csrankings-j.csv
Junmo Kim 0002,KAIST,https://sites.google.com/site/siitkaist/professor,csrankings-j.csv
Junni Zou,Shanghai Jiao Tong University,https://cs.sjtu.edu.cn/~zou-jn,csrankings-j.csv
Junping Du 0001,BUPT,https://scs.bupt.edu.cn/info/1092/1327.htm,csrankings-j.csv
Junping Sun,Nova Southeastern University,http://scis.nova.edu/~jps,csrankings-j.csv
Junqiao Qiu,City University of Hong Kong,https://junqiao-qiu.github.io/website,csrankings-j.csv
Junqing Zhang,University of Liverpool,https://liverpool.ac.uk/electrical-engineering-and-electronics/staff/junqing-zhang,csrankings-j.csv
Junqiu Wei 0001,MUST,https://fie.must.edu.mo/id-1444/person/view/id-12708.html?locale=en_US,csrankings-j.csv
Junrui Liang,ShanghaiTech University,https://metal.shanghaitech.edu.cn/people.htm,csrankings-j.csv
Junshan Zhang,Univ. of California - Davis,https://faculty.engineering.ucdavis.edu/jzhang,csrankings-j.csv
Junsong Fu,BUPT,https://scss.bupt.edu.cn/info/1063/3982.htm,csrankings-j.csv
Junsong Yuan 0001,University at Buffalo,https://cse.buffalo.edu/~jsyuan,csrankings-j.csv
Juntao Li,Soochow University,https://lijuntaopku.github.io,csrankings-j.csv
Junting Chen,CUHK (SZ),http://chenjunting.org,csrankings-j.csv
Junwei Han,NWPU,http://www.escience.cn/people/JunweiHan/index.html,csrankings-j.csv
Junwon Choi,Seoul National University,https://spa.snu.ac.kr/faculty,csrankings-j.csv
Junxian He,HKUST,https://jxhe.github.io,csrankings-j.csv
Junxue Zhang 0001,USTC,https://snowzjx.me,csrankings-j.csv
Junya Honda,University of Tokyo,http://www.it.k.u-tokyo.ac.jp/~honda/index_e.html,csrankings-j.csv
Junyang Chen,Shenzhen University,https://csse.szu.edu.cn/pages/user/index?id=1101,csrankings-j.csv
Junyi Jessy Li,University of Texas at Austin,https://jessyli.com,csrankings-j.csv
Junyi Zhu 0001,University of Michigan,https://www.junyizhu.com,csrankings-j.csv
Junyong Noh,KAIST,https://ct.kaist.ac.kr/people/sub01.php,csrankings-j.csv
Junyu Niu,Fudan University,http://www.cs.fudan.edu.cn/?page_id=2132,csrankings-j.csv
Junyu Xuan,University of Technology Sydney,https://www.uts.edu.au/staff/junyu.xuan,csrankings-j.csv
Junyuan Xie,Nanjing University,https://cs.nju.edu.cn/58/21/c2639a153633/page.htm,csrankings-j.csv
Junzhao Du,Xidian University,https://web.xidian.edu.cn/jchdu,csrankings-j.csv
Junzhou Huang,University of Texas at Arlington,http://ranger.uta.edu/~huang,csrankings-j.csv
Junzhou Zhao,Xi'an Jiaotong University,https://junzhouzhao.github.io,csrankings-j.csv
Juraj Hromkovic,ETH Zurich,https://www.inf.ethz.ch/department/faculty-profs/person-detail.html?persid=102124,csrankings-j.csv
Juraj Somorovsky,Paderborn University,https://www.uni-paderborn.de/person/83504,csrankings-j.csv
Jurgen J. Vinju,CWI,http://homepages.cwi.nl/~jurgenv,csrankings-j.csv
Jurriaan Hage,Utrecht University,http://www.staff.science.uu.nl/~hage0101,csrankings-j.csv
Jurriaan Rot,Radboud University,http://jurriaan.me,csrankings-j.csv
Juseop Lee,Korea University,https://sites.google.com/site/juseoplee,csrankings-j.csv
Juspreet Singh Sandhu,Colorado State University,https://juspreetsandhu.me,csrankings-j.csv
Jussara M. Almeida,UFMG,http://homepages.dcc.ufmg.br/~jussara,csrankings-j.csv
