author_name,university_name,homepage,source_file
Anjalie Field,Johns Hopkins University,https://anjalief.github.io,csrankings-a.csv
Anjan Bose,Washington State University,https://vcea.wsu.edu/anjan-bose,csrankings-a.csv
Anjan Dutta 0001,University of Exeter,http://emps.exeter.ac.uk/computer-science/staff/ad735,csrankings-a.csv
Anjolina Grisi de Oliveira,UFPE,https://lattes.cnpq.br/9932708325371272,csrankings-a.csv
Ankit Agrawal 0002,Saint Louis University,https://www.slu.edu/science-and-engineering/academics/computer-science/faculty-and-staff/ankit-agrawal.php/index.php,csrankings-a.csv
Ankit Kariryaa,University of Copenhagen,https://di.ku.dk/english/staff/vip/researchers_ml/?pure=en/persons/636966,csrankings-a.csv
Ankit Rajpal,University of Delhi,http://people.du.ac.in/~arajpal,csrankings-a.csv
Ankita Shukla,University of Nevada,https://ankita-shukla.github.io,csrankings-a.csv
Ankur Agarwal,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/agarwal,csrankings-a.csv
Ankur Arjun Mali,University of South Florida,https://ankurmali.github.io,csrankings-a.csv
Ankur Moitra,Massachusetts Institute of Technology,http://people.csail.mit.edu/moitra,csrankings-a.csv
Ankur Srivastava,University of Maryland - College Park,https://ece.umd.edu/clark/faculty/484/Ankur-Srivastava,csrankings-a.csv
Ankush Das,Boston University,https://ankushdas.github.io,csrankings-a.csv
Anlong Ming,BUPT,http://www.vrobotit.cn/~mal,csrankings-a.csv
Ann A. Copestake,University of Cambridge,https://www.cl.cam.ac.uk/~aac10,csrankings-a.csv
Ann Barcomb,University of Calgary,https://profiles.ucalgary.ca/ann-barcomb,csrankings-a.csv
Ann Blandford,University College London,https://uclic.ucl.ac.uk/people/ann-blandford,csrankings-a.csv
Ann E. Blandford,University College London,https://uclic.ucl.ac.uk/people/ann-blandford,csrankings-a.csv
Ann E. Nicholson,Monash University,https://research.monash.edu/en/persons/ann-nicholson.html,csrankings-a.csv
Ann Franchesca B. Laguna,De La Salle University,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32665780648&command=GETPROFILE,csrankings-a.csv
Ann Franchesca Laguna,De La Salle University,https://www.dlsu.edu.ph/colleges/ccs/faculty-profile/single/?id=32665780648&command=GETPROFILE,csrankings-a.csv
Ann Marie Reinhold,Montana State University,http://www.cs.montana.edu/directory/1722078/annmarie-reinhold,csrankings-a.csv
Ann Nicholson,Monash University,https://research.monash.edu/en/persons/ann-nicholson,csrankings-a.csv
Ann Q. Gates,University of Texas - El Paso,http://faculty.utep.edu/Default.aspx?alias=faculty.utep.edu/agates,csrankings-a.csv
Ann Quiroz Gates,University of Texas - El Paso,http://faculty.utep.edu/Default.aspx?alias=faculty.utep.edu/agates,csrankings-a.csv
Anna Aljanaki,University of Tartu,https://www.etis.ee/CV/Anna_Aljanaki/eng,csrankings-a.csv
Anna Antola,Politecnico di Milano,http://home.deib.polimi.it/antola,csrankings-a.csv
Anna Bernasconi 0001,University of Pisa,http://www.di.unipi.it/~annab,csrankings-a.csv
Anna Bou Ezzeddine,Kempelen Institute - KInIT,https://kinit.sk/member/anna-bou-ezzeddine,csrankings-a.csv
Anna Eckerdal,Uppsala University,http://www.it.uu.se/katalog/annae,csrankings-a.csv
Anna Fariha,University of Utah,https://afariha.github.io,csrankings-a.csv
Anna Fensel,University of Innsbruck,http://anna.fensel.com,csrankings-a.csv
Anna G. Green,University of Massachusetts Amherst,https://sites.google.com/view/anna-g-green,csrankings-a.csv
Anna Gambin,University of Warsaw,https://www.mimuw.edu.pl/~aniag,csrankings-a.csv
Anna Goldenberg,University of Toronto,http://goldenberglab.ca,csrankings-a.csv
Anna Gál,University of Texas at Austin,https://www.cs.utexas.edu/~panni,csrankings-a.csv
Anna Jordanous,University of Kent,https://www.cs.kent.ac.uk/people/staff/akj22,csrankings-a.csv
Anna Jurek,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=a.jurek,csrankings-a.csv
Anna Jurek-Loughrey,Queen's University Belfast,https://www.qub.ac.uk/schools/eeecs/Connect/Staff/BusinessCard/?name=a.jurek,csrankings-a.csv
Anna K. Jordanous,University of Kent,https://www.cs.kent.ac.uk/people/staff/akj22,csrankings-a.csv
Anna Kicheva,IST Austria,https://ist.ac.at/research/research-groups/kicheva-group,csrankings-a.csv
Anna Korhonen,University of Cambridge,https://www.cl.cam.ac.uk/~alk23,csrankings-a.csv
Anna L. Cox,University College London,https://uclic.ucl.ac.uk/people/anna-cox,csrankings-a.csv
Anna Levina,University of Tübingen,http://anna.hronopik.de,csrankings-a.csv
Anna Levina (Martius),University of Tübingen,http://anna.hronopik.de,csrankings-a.csv
Anna Lisa Ferrara,University of Molise,http://docenti.unimol.it/index.php?u=a.ferrara8,csrankings-a.csv
Anna Louise Cox,University College London,https://uclic.ucl.ac.uk/people/anna-cox,csrankings-a.csv
Anna Lukina,TU Delft,https://annalukina.com,csrankings-a.csv
Anna Lysyanskaya,Brown University,https://cs.brown.edu/people/anna,csrankings-a.csv
Anna Maria Feit,Saarland University,http://annafeit.de,csrankings-a.csv
Anna Monreale,University of Pisa,http://kdd.isti.cnr.it/homes/monreale,csrankings-a.csv
Anna R. Karlin,University of Washington,http://www.cs.washington.edu/people/faculty/karlin,csrankings-a.csv
Anna Rogers,IT University of Copenhagen,https://pure.itu.dk/en/persons/anna-rogers,csrankings-a.csv
Anna Rohrbach,TU Darmstadt,https://anna-rohrbach.net,csrankings-a.csv
Anna Rumshisky,University of Massachusetts Lowell,http://www.cs.uml.edu/~arum,csrankings-a.csv
Anna V. Kononova,Leiden University,https://www.universiteitleiden.nl/en/staffmembers/anna-kononova/publications#tab-3,csrankings-a.csv
Anna V. Zhdanova,University of Innsbruck,http://anna.fensel.com,csrankings-a.csv
Anna Vallgårda,IT University of Copenhagen,https://pure.itu.dk/portal/en/persons/anna-vallgaarda(2fa5dc89-7d78-45d0-96c7-e8f39b78dd3e).html,csrankings-a.csv
Anna Vilanova,TU Delft,https://graphics.tudelft.nl/anna-vilanova,csrankings-a.csv
Anna Vilanova Bartrolí,TU Delft,https://graphics.tudelft.nl/anna-vilanova,csrankings-a.csv
Anna Zych,University of Warsaw,http://informatorects.uw.edu.pl/en/courses/view?prz_kod=1000-712ASD,csrankings-a.csv
Anna Zych-Pawlewicz,University of Warsaw,http://informatorects.uw.edu.pl/en/courses/view?prz_kod=1000-712ASD,csrankings-a.csv
Anna-Lena Lamprecht,Utrecht University,https://www.uu.nl/staff/allamprecht,csrankings-a.csv
Annabelle McIver,Macquarie University,https://researchers.mq.edu.au/en/persons/annabelle-mciver,csrankings-a.csv
Annalisa De Bonis,University of Salerno,http://www.di.unisa.it/professori/debonis,csrankings-a.csv
Annalisa Massini,Sapienza University of Rome,https://twiki.di.uniroma1.it/twiki/view/Users/AnnalisaMassini,csrankings-a.csv
Annalu Waller,University of Dundee,https://www.computing.dundee.ac.uk/about/staff/27,csrankings-a.csv
Annamaria Mesaros,Tampere University,https://researchportal.tuni.fi/en/persons/annamaria-mesaros,csrankings-a.csv
Anne Benoit,Ecole Normale Superieure de Lyon,http://graal.ens-lyon.fr/~abenoit/anne.benoit,csrankings-a.csv
Anne Bouillard,Ecole Normale Superieure,http://www.di.ens.fr/~bouillar,csrankings-a.csv
Anne Brüggemann-Klein,TU Munich,http://www.professoren.tum.de/en/brueggemann-klein-anne,csrankings-a.csv
Anne C. Elster,NTNU,https://www.ntnu.edu/employees/elster,csrankings-a.csv
Anne Condon,University of British Columbia,http://www.cs.ubc.ca/~condon,csrankings-a.csv
Anne Driemel,University of Bonn,http://tcs.cs.uni-bonn.de/doku.php?id=staff:annedriemel,csrankings-a.csv
Anne E. Haxthausen,DTU,https://www.compute.dtu.dk/english,csrankings-a.csv
Anne Elisabeth Haxthausen,DTU,https://www.compute.dtu.dk/english,csrankings-a.csv
Anne Etien,CRIStAL,http://cristal.univ-lille.fr/~etien,csrankings-a.csv
Anne H. H. Ngu,Texas State University,http://www.cs.txstate.edu/~hn12,csrankings-a.csv
Anne Hee Hiong Ngu,Texas State University,http://www.cs.txstate.edu/~hn12,csrankings-a.csv
Anne Hess,THWS,https://fiw.thws.de/fakultaet/personen/dozentinnen-und-dozenten/person/prof-dr-ing-anne-hess,csrankings-a.csv
Anne Håkansson,UiT The Arctic University of Norway,https://en.uit.no/ansatte/person?p_document_id=584195,csrankings-a.csv
Anne Koziolek,Karlsruhe Institute of Technology,http://are.ipd.kit.edu/people/anne_koziolek,csrankings-a.csv
Anne Lauscher,University of Hamburg,https://anne-lauscher.de,csrankings-a.csv
Anne Marie Piper,Univ. of California - Irvine,https://www.ics.uci.edu/~ampiper,csrankings-a.csv
Anne Martens,Karlsruhe Institute of Technology,http://are.ipd.kit.edu/people/anne_koziolek,csrankings-a.csv
Anne R. Haake,Rochester Institute of Technology,https://www.rit.edu/gccis/anne-haake,csrankings-a.csv
Anne Remke,University of Münster,https://www.uni-muenster.de/Informatik.AGRemke/personen/prof.dr.anneremke/index.html,csrankings-a.csv
Anne Rogers,University of Chicago,https://www.cs.uchicago.edu/directory/anne-rogers,csrankings-a.csv
Anne Roudaut,University of Bristol,https://anneroudaut.fr,csrankings-a.csv
Anne S. Hsu,Queen Mary University of London,http://www.eecs.qmul.ac.uk/~ahsu,csrankings-a.csv
Anne Villems,University of Tartu,http://www.ut.ee/en/anne-villems,csrankings-a.csv
Anne-Christin Hauschild,University of Göttingen,https://achauschild.com,csrankings-a.csv
Anne-Claire Legrand,Université Jean Monnet,http://univ-st-etienne.academia.edu/AnneclaireLegrand,csrankings-a.csv
Anne-Cécile Caron,CRIStAL,http://cristal.univ-lille.fr/~caronc,csrankings-a.csv
Anne-Kathrin Schmuck [SWS],Max Planck Society,https://www.mpi-sws.org/~akschmuck,csrankings-a.csv
Anne-Marie Kermarrec,EPFL,https://people.epfl.ch/anne-marie.kermarrec,csrankings-a.csv
Anneliese Amschler Andrews,University of Denver,http://www.cs.du.edu/~andrews,csrankings-a.csv
Anneliese Andrews,University of Denver,http://www.cs.du.edu/~andrews,csrankings-a.csv
Anneliese von Mayrhauser,University of Denver,http://www.cs.du.edu/~andrews,csrankings-a.csv
Annette Bieniusa,TU Kaiserslautern,https://softech.informatik.uni-kl.de/team/annettebieniusa,csrankings-a.csv
Annette M. Payne,Brunel University London,https://www.brunel.ac.uk/people/annette-payne,csrankings-a.csv
Annette Middelkoop-Bieniusa,TU Kaiserslautern,https://softech.informatik.uni-kl.de/team/annettebieniusa,csrankings-a.csv
Annette R. von Jouanne,Oregon State University,http://eecs.oregonstate.edu/people/von-jouanne-annette,csrankings-a.csv
Annette ten Teije,VU Amsterdam,http://www.few.vu.nl/~annette,csrankings-a.csv
Annibale Panichella,TU Delft,https://apanichella.github.io,csrankings-a.csv
Annie I. Antón,Georgia Institute of Technology,http://www.cc.gatech.edu/people/annie-anton,csrankings-a.csv
Annie Liang,Northwestern University,https://www.anniehliang.com,csrankings-a.csv
Annie S. Wu,University of Central Florida,http://www.cs.ucf.edu/~aswu,csrankings-a.csv
Annika Hinze,University of Waikato,http://www.cms.waikato.ac.nz/people/hinze,csrankings-a.csv
Annika Marie Hinze,University of Waikato,http://www.cms.waikato.ac.nz/people/hinze,csrankings-a.csv
Anoop M. Namboodiri,IIIT Hyderabad,http://iiit.ac.in/~anoop,csrankings-a.csv
Anoop Sarkar,Simon Fraser University,http://www.cs.sfu.ca/~anoop,csrankings-a.csv
Anqi Liu,Johns Hopkins University,https://anqiliu-ai.github.io,csrankings-a.csv
Anqi Wu,Georgia Institute of Technology,https://sites.google.com/site/anqiwuresearch,csrankings-a.csv
Anrin Chakraborti,University of Illinois at Chicago,https://anrin.xyz,csrankings-a.csv
Anru R. Zhang,Duke University,https://anruzhang.github.io,csrankings-a.csv
Anru Zhang,Duke University,https://anruzhang.github.io,csrankings-a.csv
Anselm Blumer,Tufts University,http://www.cs.tufts.edu/~ablumer,csrankings-a.csv
Anselmo Antunes Montenegro,UFF,http://www2.ic.uff.br/~anselmo,csrankings-a.csv
Ansgar Fehnker,Macquarie University,https://researchers.mq.edu.au/en/persons/ansgar-fehnker,csrankings-a.csv
Anshul Ajay Agarwal,VNIT Nagpur,https://vnit.ac.in/engineering/cse/dr-anshul-agarwal,csrankings-a.csv
Anshul Gandhi,Stony Brook University,http://www3.cs.stonybrook.edu/~anshul,csrankings-a.csv
Anshul Kumar,IIT Delhi,http://www.cse.iitd.ernet.in/~anshul,csrankings-a.csv
Anshul Kundaje,Stanford University,https://med.stanford.edu/profiles/anshul-kundaje,csrankings-a.csv
Anshumali Shrivastava,Rice University,https://www.cs.rice.edu/~as143,csrankings-a.csv
Anshuman Chhabra,University of South Florida,https://www.anshumanc.com,csrankings-a.csv
Anson Kahng,University of Rochester,https://ansonkahng.com,csrankings-a.csv
Ansuman Banerjee,ISI Kolkata,https://www.isical.ac.in/~ansuman,csrankings-a.csv
Antal van den Bosch,Radboud University,http://antalvandenbosch.ruhosting.nl,csrankings-a.csv
Ante Prodan,Western Sydney University,https://www.westernsydney.edu.au/staff_profiles/WSU/doctor_ante_prodan,csrankings-a.csv
Anthony Busson,Ecole Normale Superieure de Lyon,http://www.ens-lyon.fr/annuaire/m-busson-anthony-202671.kjsp?RH=ENS-LYON,csrankings-a.csv
Anthony Chung,DePaul University,https://www.cdm.depaul.edu/about/Pages/People/facultyinfo.aspx?fid=260,csrankings-a.csv
Anthony D. Joseph,Univ. of California - Berkeley,https://www.eecs.berkeley.edu/Faculty/Homepages/joseph.html,csrankings-a.csv
Anthony Finkelstein,City University of London,https://finkelstein.uk,csrankings-a.csv
Anthony G. Cohn 0001,University of Leeds,https://eps.leeds.ac.uk/computing/staff/76/professor-anthony-g-cohn-freng-ceng-citp,csrankings-a.csv
Anthony Gitter,University of Wisconsin - Madison,https://www.biostat.wisc.edu/~gitter,csrankings-a.csv
Anthony Hoi Tin Tang,University of Calgary,http://hcitang.org,csrankings-a.csv
Anthony Hunter,University College London,http://www0.cs.ucl.ac.uk/staff/a.hunter,csrankings-a.csv
Anthony Ian Wirth,University of Sydney,https://www.sydney.edu.au/engineering/about/our-people/academic-staff/anthony-wirth.html,csrankings-a.csv
Anthony J. Bonner,University of Toronto,http://www.cs.toronto.edu/~bonner,csrankings-a.csv
Anthony J. Field,Imperial College London,http://wp.doc.ic.ac.uk/ajf,csrankings-a.csv
Anthony J. H. Simons,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/anthony-simons,csrankings-a.csv
Anthony J. Hornof,University of Oregon,http://ix.cs.uoregon.edu/~hornof,csrankings-a.csv
Anthony James Howard Simons,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/anthony-simons,csrankings-a.csv
Anthony Johnson,Univ. of Maryland - Baltimore County,http://physics.umbc.edu/people/faculty/johnson,csrankings-a.csv
Anthony K. H. Tung,National University of Singapore,http://www.comp.nus.edu.sg/~atung,csrankings-a.csv
Anthony Kum Hoe Tung,National University of Singapore,http://www.comp.nus.edu.sg/~atung,csrankings-a.csv
Anthony M. Sloane,Macquarie University,https://researchers.mq.edu.au/en/persons/anthony-sloane,csrankings-a.csv
Anthony Maida,University of Louisiana - Lafayette,https://gradschool.louisiana.edu/graduate-programs/masters-degrees/computer-science-ms,csrankings-a.csv
Anthony Peruma,University of Hawaii at Manoa,https://www.peruma.me,csrankings-a.csv
Anthony R. Dick,University of Adelaide,https://cs.adelaide.edu.au/~ard,csrankings-a.csv
Anthony S. Maida,University of Louisiana - Lafayette,https://gradschool.louisiana.edu/graduate-programs/masters-degrees/computer-science-ms,csrankings-a.csv
Anthony Savidis,University of Crete,https://www.ics.forth.gr/hci/index_main.php?l=g&c=517,csrankings-a.csv
Anthony Skjellum,Auburn University,http://www.eng.auburn.edu/directory/skjellum.html,csrankings-a.csv
Anthony Sloane,Macquarie University,https://researchers.mq.edu.au/en/persons/anthony-sloane,csrankings-a.csv
Anthony Steed,University College London,http://wp.cs.ucl.ac.uk/anthonysteed,csrankings-a.csv
Anthony T. C. Tam,University of Hong Kong,https://i.cs.hku.hk/~atctam,csrankings-a.csv
Anthony Tang 0001,Singapore Management University,https://hcitang.github.io,csrankings-a.csv
Anthony V. Robins,University of Otago,http://www.cs.otago.ac.nz/staff/anthony.html,csrankings-a.csv
Anthony Ventresque,University College Dublin,https://people.ucd.ie/anthony.ventresque,csrankings-a.csv
Anthony Vickers,University of Essex,https://www.essex.ac.uk/people/vicke53909/anthony-vickers,csrankings-a.csv
Anthony W. Lin,TU Kaiserslautern,https://anthonywlin.github.io,csrankings-a.csv
Anthony Widjaja Lin,TU Kaiserslautern,https://anthonywlin.github.io,csrankings-a.csv
Anthony Widjaja To,TU Kaiserslautern,https://anthonywlin.github.io,csrankings-a.csv
Anthony Wirth,University of Sydney,https://www.sydney.edu.au/engineering/about/our-people/academic-staff/anthony-wirth.html,csrankings-a.csv
Antinisca Di Marco,University of L'Aquila,http://people.disim.univaq.it/adimarco,csrankings-a.csv
Antoaneta Serguieva,University College London,http://www0.cs.ucl.ac.uk/people/A.Serguieva.html,csrankings-a.csv
Antoine Bosselut,EPFL,https://atcbosselut.github.io,csrankings-a.csv
Antoine Cully,Imperial College London,https://www.imperial.ac.uk/people/a.cully,csrankings-a.csv
Antoine Deza,McMaster University,http://www.cas.mcmaster.ca/~deza,csrankings-a.csv
Antoine Joux,CISPA Helmholtz Center,https://cispa.saarland/people/c01anjo,csrankings-a.csv
Antoine Kaufmann [SWS],Max Planck Society,https://people.mpi-sws.org/~antoinek,csrankings-a.csv
Antoine Ledent,Singapore Management University,https://scis.smu.edu.sg/faculty/profile/6456/antoine-ledent,csrankings-a.csv
Antoine Limasset,CRIStAL,https://www.cristal.univ-lille.fr/profil/alimasse,csrankings-a.csv
Antoine Mottet,Hamburg University of Technology,https://amottet.github.io,csrankings-a.csv
Antoine Nongaillard,CRIStAL,https://www.cristal.univ-lille.fr/profil/anongail,csrankings-a.csv
Antoine Vigneron,UNIST,http://algo.unist.ac.kr,csrankings-a.csv
Anton Bankevich,Pennsylvania State University,https://sites.google.com/view/anton-bankevich,csrankings-a.csv
Anton Bogdanovych,Western Sydney University,https://www.westernsydney.edu.au/staff_profiles/WSU/associate_professor_anton_bogdanovych,csrankings-a.csv
Anton Burtsev,University of Utah,https://www.cs.utah.edu/~aburtsev,csrankings-a.csv
Anton Dil,Open University UK,http://stem.open.ac.uk/people/ad2472,csrankings-a.csv
Anton Eliëns,VU Amsterdam,http://vu-nl.academia.edu/AntonEli%C3%ABns,csrankings-a.csv
Anton Kummert,University of Wuppertal,https://www.tnt.uni-wuppertal.de/de/kummert.html,csrankings-a.csv
Anton Osokin,HSE University,https://www.hse.ru/staff/aosokin,csrankings-a.csv
Anton Ragni,University of Sheffield,https://www.sheffield.ac.uk/dcs/people/academic/anton-ragni,csrankings-a.csv
Anton Wijs,TU Eindhoven,https://www.win.tue.nl/~awijs,csrankings-a.csv
Anton van den Hengel,University of Adelaide,https://cs.adelaide.edu.au/~hengel,csrankings-a.csv
Antonella Di Lillo,Brandeis University,http://www.brandeis.edu/facultyguide/person.html?emplid=4b4fcfe64c1c153c08a131c97077c1726072e6c9,csrankings-a.csv
Antonella DiLillo,Brandeis University,http://www.brandeis.edu/facultyguide/person.html?emplid=4b4fcfe64c1c153c08a131c97077c1726072e6c9,csrankings-a.csv
Antonella Santone,University of Molise,http://docenti.unimol.it/index.php?u=a.santone,csrankings-a.csv
Antonette Mendoza,University of Melbourne,https://www.findanexpert.unimelb.edu.au/display/person6868,csrankings-a.csv
Antoni B. Chan,City University of Hong Kong,https://www.cs.cityu.edu.hk/~abchan,csrankings-a.csv
Antoni Bert Chan,City University of Hong Kong,https://www.cs.cityu.edu.hk/~abchan,csrankings-a.csv
Antoni W. Mazurkiewicz,IPI PAN,https://ipipan.waw.pl/instytut/pracownicy/antoni-mazurkiewicz,csrankings-a.csv
Antonia Zhai,University of Minnesota,http://www-users.cs.umn.edu/~zhai,csrankings-a.csv
Antonija Mitrovic,University of Canterbury,http://www.cosc.canterbury.ac.nz/tanja.mitrovic,csrankings-a.csv
Antonina Kolokolova,Memorial University of Newfoundland,https://www.mun.ca/computerscience/people/kol.php,csrankings-a.csv
Antonino Furnari,University of Catania,http://www.antoninofurnari.it,csrankings-a.csv
Antonino Santos,University of A Coruña,https://pdi.udc.es/en/File/Pdi/ZD99E,csrankings-a.csv
Antonio A. F. Loureiro,UFMG,http://homepages.dcc.ufmg.br/~loureiro,csrankings-a.csv
Antonio Alfredo Ferreira Loureiro,UFMG,http://homepages.dcc.ufmg.br/~loureiro,csrankings-a.csv
Antonio Badia,University of Louisville,http://louisville.edu/speed/people/faculty/badiaAntonio,csrankings-a.csv
Antonio Barbalace,University of Edinburgh,http://www.barbalace.it/antonio,csrankings-a.csv
Antonio Bianchi,Purdue University,https://antoniobianchi.me,csrankings-a.csv
Antonio Blanca,Pennsylvania State University,http://www.cse.psu.edu/~azb1015,csrankings-a.csv
Antonio Brogi,University of Pisa,https://pages.di.unipi.it/brogi,csrankings-a.csv
Antonio C. S. Beck,UFRGS,http://inf.ufrgs.br/~caco,csrankings-a.csv
Antonio Capone,Politecnico di Milano,http://home.deib.polimi.it/capone,csrankings-a.csv
Antonio Carlos Schneider Beck,UFRGS,http://inf.ufrgs.br/~caco,csrankings-a.csv
Antonio Carlos Schneider Beck Filho,UFRGS,http://inf.ufrgs.br/~caco,csrankings-a.csv
Antonio Carzaniga,Università della Svizzera italiana,http://www.inf.usi.ch/carzaniga,csrankings-a.csv
Antonio Cicchetti,Mälardalen University,http://www.es.mdh.se/staff/198-Antonio_Cicchetti,csrankings-a.csv
Antonio Cisternino,University of Pisa,http://www.di.unipi.it/~cisterni,csrankings-a.csv
Antonio Della Cioppa,University of Salerno,http://docenti.unisa.it/004367/home,csrankings-a.csv
Antonio Fariña,University of A Coruña,https://lbd.udc.es/ShowResearcherInformation.do?id=8,csrankings-a.csv
Antonio Fernández 0001,IMDEA Software Institute,https://software.imdea.org/people/antonio.fernandez,csrankings-a.csv
Antonio Fernández Anta,IMDEA Software Institute,https://software.imdea.org/people/antonio.fernandez,csrankings-a.csv
Antonio Filieri,Imperial College London,http://www.antonio.filieri.name,csrankings-a.csv
Antonio Frangioni,University of Pisa,http://www.di.unipi.it/~frangio,csrankings-a.csv
Antonio G. Marques,Universidad Rey Juan Carlos,http://www.tsc.urjc.es/~amarques,csrankings-a.csv
Antonio G. Marqués,Universidad Rey Juan Carlos,http://www.tsc.urjc.es/~amarques,csrankings-a.csv
Antonio Garcia Marques,Universidad Rey Juan Carlos,http://www.tsc.urjc.es/~amarques,csrankings-a.csv
Antonio González 0001,Polytechnic University of Catalonia,http://people.ac.upc.es/antonio,csrankings-a.csv
Antonio Jose Rodríguez-Sánchez,University of Innsbruck,https://iis.uibk.ac.at/people/antonio,csrankings-a.csv
Antonio Krüger,Saarland University,http://umtl.cs.uni-saarland.de/people/prof.-dr.-antonio-kr%C3%BCger.html,csrankings-a.csv
Antonio Mastropaolo,College of William and Mary,https://antoniomastropaolo.com,csrankings-a.csv
Antonio Miele,Politecnico di Milano,http://home.deib.polimi.it/miele,csrankings-a.csv
Antonio Nicolosi,Stevens Institute of Technology,https://www.stevens.edu/profile/anicolos,csrankings-a.csv
Antonio Ruiz-Martínez,University of Murcia,http://webs.um.es/arm,csrankings-a.csv
Antonio Toral,University of Groningen,http://antoniotor.al,csrankings-a.csv
Antonio Toral Ruiz,University of Groningen,http://antoniotor.al,csrankings-a.csv
Antonio Torralba 0001,Massachusetts Institute of Technology,http://web.mit.edu/torralba/www,csrankings-a.csv
Antonio Vergari,University of Edinburgh,http://www.inf.ed.ac.uk/people/staff/Antonio_Vergari.html,csrankings-a.csv
Antonios A. Savidis,University of Crete,https://www.ics.forth.gr/hci/index_main.php?l=g&c=517,csrankings-a.csv
Antonios Anastasopoulos,George Mason University,https://cs.gmu.edu/~antonis/author/antonios-anastasopoulos,csrankings-a.csv
Antonios Gouglidis,Lancaster University,https://www.lancaster.ac.uk/scc/about-us/people/antonios-gouglidis,csrankings-a.csv
Antonios Symvonis,NTUA,http://www.math.ntua.gr/~symvonis,csrankings-a.csv
Antonis A. Argyros,University of Crete,http://csd.uoc.gr/~argyros,csrankings-a.csv
Antonis Anastasopoulos,George Mason University,https://cs.gmu.edu/directory/detail/100,csrankings-a.csv
Antonis Dimakis,AUEB,http://nes.aueb.gr/dimakis.html,csrankings-a.csv
Antonis M. Paschalis,University of Athens,http://www.di.uoa.gr/eng/staff/999,csrankings-a.csv
Antonis Michalas,Tampere University,https://www.tuni.fi/en/antonios-michalas,csrankings-a.csv
Antoniu Pop,University of Manchester,https://www.research.manchester.ac.uk/portal/antoniu.pop.html,csrankings-a.csv
Antony L. Hosking,Australian National University,https://cs.anu.edu.au/people/tony-hosking,csrankings-a.csv
Antonín Kucera 0001,Masaryk University,https://www.muni.cz/en/people/2508,csrankings-a.csv
Antti Honkela,University of Helsinki,https://www.cs.helsinki.fi/u/ahonkela,csrankings-a.csv
Antti Oulasvirta,Aalto University,http://users.comnet.aalto.fi/oulasvir,csrankings-a.csv
Antti Salovaara,Aalto University,https://people.aalto.fi/antti.salovaara,csrankings-a.csv
Antti Ylä-Jääski,Aalto University,http://cse.aalto.fi/en/personnel/antti-yla-jaaski,csrankings-a.csv
Antónia Lopes,Universidade de Lisboa,https://ciencias.ulisboa.pt/perfil/malopes,csrankings-a.csv
António Branco,Universidade de Lisboa,https://ciencias.ulisboa.pt/perfil/ambranco,csrankings-a.csv
António Casimiro,Universidade de Lisboa,https://ciencias.ulisboa.pt/perfil/accosta,csrankings-a.csv
António Casimiro Costa,Universidade de Lisboa,https://ciencias.ulisboa.pt/perfil/accosta,csrankings-a.csv
António Grilo,Universidade de Lisboa,http://www.demi.fct.unl.pt/en/pessoas/docentes/antonio-carlos-barbara-grilo,csrankings-a.csv
António Grilo 0001,Universidade de Lisboa,http://www.demi.fct.unl.pt/en/pessoas/docentes/antonio-carlos-barbara-grilo,csrankings-a.csv
António Horta Branco,Universidade de Lisboa,https://ciencias.ulisboa.pt/perfil/ambranco,csrankings-a.csv
António M. Grilo,Universidade de Lisboa,http://www.demi.fct.unl.pt/en/pessoas/docentes/antonio-carlos-barbara-grilo,csrankings-a.csv
António M. R. C. Grilo,Universidade de Lisboa,http://www.demi.fct.unl.pt/en/pessoas/docentes/antonio-carlos-barbara-grilo,csrankings-a.csv
António Manuel Ferreira Rito da Silva,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist12628,csrankings-a.csv
António Manuel Grilo,Universidade de Lisboa,http://www.demi.fct.unl.pt/en/pessoas/docentes/antonio-carlos-barbara-grilo,csrankings-a.csv
António Menezes Leitão,Universidade de Lisboa,http://www.fd.ulisboa.pt/professors/teaching-staff,csrankings-a.csv
António Ravara,Universidade NOVA de Lisboa,http://nova-lincs.di.fct.unl.pt/person/47,csrankings-a.csv
António Rito Silva,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist12628,csrankings-a.csv
António dos Anjos,Aberystwyth University,https://www.aber.ac.uk/en/cs/staff-profiles/listing/profile/ara11,csrankings-a.csv
Antônio A. de A. Rocha,UFF,http://www2.ic.uff.br/~arocha,csrankings-a.csv
Antônio Augusto de Aragão Rocha,UFF,http://www2.ic.uff.br/~arocha,csrankings-a.csv
Antônio H. Ribeiro,Uppsala University,https://antonior92.github.io,csrankings-a.csv
Antônio Marinho Pilla Barcellos,University of Waikato,http://www.inf.ufrgs.br/~marinho,csrankings-a.csv
Anu G. Bourgeois,Georgia State University,https://grid.cs.gsu.edu/bourgeois,csrankings-a.csv
Anubha Gupta,IIIT Delhi,http://faculty.iiitd.ac.in/~anubha,csrankings-a.csv
